Date_fcx,fcx_volume,fcx_price,Date_nktr,nktr_volume,nktr_price
08-11-2018,14289329,10.14543,08-11-2018,4460107,30.99271
07-11-2018,14378304,10.42066,07-11-2018,2089969,33.10363
06-11-2018,11479332,10.35777,06-11-2018,4473399,31.61584
05-11-2018,9791307,10.39023,05-11-2018,2253306,35.10312
02-11-2018,19501529,10.41821,02-11-2018,1857731,34.30554
01-11-2018,21668134,10.4266,01-11-2018,2298923,35.65858
31-10-2018,23361796,9.98355,31-10-2018,2488530,34.21192
30-10-2018,22696245,9.74084,30-10-2018,1879824,33.05137
29-10-2018,25835215,9.43523,29-10-2018,2006945,32.11275
26-10-2018,28577579,9.77718,26-10-2018,2082839,32.29203
25-10-2018,34417690,9.58482,25-10-2018,2676683,32.3338
24-10-2018,45767739,9.09942,24-10-2018,4045133,32.13377
23-10-2018,24002372,9.79677,23-10-2018,4915468,34.40167
22-10-2018,12401601,10.13734,22-10-2018,6372998,34.78071
19-10-2018,15817283,10.10928,19-10-2018,1464366,41.8316
18-10-2018,21377716,10.25292,18-10-2018,1349713,43.20084
17-10-2018,23013088,10.42164,17-10-2018,1060563,43.88446
16-10-2018,20373007,10.60362,16-10-2018,1248611,43.56119
15-10-2018,19083641,10.7309,15-10-2018,1320720,42.36878
12-10-2018,31107342,10.67498,12-10-2018,2002312,42.29871
11-10-2018,31623427,11.03222,11-10-2018,2158328,41.38229
10-10-2018,26419355,10.68185,10-10-2018,2166521,42.14403
09-10-2018,11831145,11.08147,09-10-2018,1351904,45.26132
08-10-2018,16162181,11.17396,08-10-2018,1713200,45.08711
05-10-2018,19861615,11.12516,05-10-2018,1650212,45.52245
04-10-2018,23346400,11.43591,04-10-2018,2234182,45.29729
03-10-2018,20127417,11.69322,03-10-2018,2688655,46.7043
02-10-2018,14328162,11.60664,02-10-2018,2480895,47.90061
01-10-2018,15925627,11.43006,01-10-2018,5004254,48.96707
28-09-2018,16080603,11.56861,28-09-2018,2181892,52.48838
27-09-2018,20502606,11.4688,27-09-2018,1313326,52.18025
26-09-2018,16234517,11.49847,26-09-2018,1689578,50.6467
25-09-2018,15317754,11.87969,25-09-2018,1837476,51.93239
24-09-2018,20775233,11.68267,24-09-2018,2979268,51.73821
21-09-2018,52922206,12.0097,21-09-2018,4644429,50.24698
20-09-2018,23289896,11.81276,20-09-2018,2248355,49.70233
19-09-2018,24725436,11.81423,19-09-2018,1724728,48.5235
18-09-2018,21543149,11.59847,18-09-2018,1708245,50.03002
17-09-2018,13739941,11.32246,17-09-2018,1999475,49.85465
14-09-2018,13819794,11.354,14-09-2018,2091920,50.91081
13-09-2018,15259597,11.22323,13-09-2018,2146634,53.00111
12-09-2018,25530616,11.31299,12-09-2018,1668222,54.02872
11-09-2018,15438414,10.86158,11-09-2018,1596284,55.58336
10-09-2018,11848912,10.98253,10-09-2018,1652292,57.3916
07-09-2018,26776349,11.00383,07-09-2018,1257380,56.22351
06-09-2018,13986275,11.26707,06-09-2018,1955407,56.77419
05-09-2018,17341680,11.354,05-09-2018,2370962,58.13613
04-09-2018,19908405,11.23583,04-09-2018,2430339,59.14508
31-08-2018,14284823,11.69579,31-08-2018,2288936,57.34368
30-08-2018,15530834,11.71638,30-08-2018,1575639,56.61834
29-08-2018,10064096,12.09714,29-08-2018,1480020,57.02691
28-08-2018,12144195,12.07548,28-08-2018,1265798,56.41748
27-08-2018,10476658,12.16428,27-08-2018,1691535,55.80082
24-08-2018,13288903,12.01536,24-08-2018,1219758,54.96387
23-08-2018,17069066,11.84487,23-08-2018,1638626,54.96322
22-08-2018,12230372,12.10058,22-08-2018,1384760,54.43486
21-08-2018,15806034,11.95767,21-08-2018,2105585,53.60325
20-08-2018,12682984,11.89356,20-08-2018,1534555,52.8842
17-08-2018,21904652,11.81878,17-08-2018,1557058,52.61636
16-08-2018,17867196,11.69571,16-08-2018,2205162,52.75431
15-08-2018,35976367,11.62274,15-08-2018,1889618,51.67489
14-08-2018,16722970,12.59494,14-08-2018,1697634,53.24458
13-08-2018,16222340,12.63911,13-08-2018,2420585,52.05371
10-08-2018,13921791,12.79108,10-08-2018,3000241,52.40309
09-08-2018,15046440,12.78657,09-08-2018,5024197,51.37146
08-08-2018,13129817,12.81126,08-08-2018,2021869,48.26218
07-08-2018,11081782,12.78849,07-08-2018,2156351,47.11464
06-08-2018,16632698,12.85617,06-08-2018,1859962,47.90694
03-08-2018,11971007,13.07764,03-08-2018,1142074,46.52005
02-08-2018,20206505,12.82907,02-08-2018,1671955,46.77405
01-08-2018,19388938,12.88828,01-08-2018,1602653,45.17484
31-07-2018,12271040,13.60619,31-07-2018,2424632,44.93806
30-07-2018,9135517,13.2474,30-07-2018,2082552,43.55582
27-07-2018,11690379,13.23879,27-07-2018,1632473,43.34363
26-07-2018,13221227,13.21656,26-07-2018,1903061,42.99923
25-07-2018,35132765,13.10755,25-07-2018,2750629,42.66632
24-07-2018,28247002,13.27769,24-07-2018,2462443,39.77059
23-07-2018,21358540,13.06039,23-07-2018,1595259,42.20019
20-07-2018,20514876,12.98329,20-07-2018,2478296,41.61756
19-07-2018,38238693,13.13896,19-07-2018,1784498,42.28483
18-07-2018,19202554,14.14732,18-07-2018,1850950,41.08813
17-07-2018,15905015,13.88935,17-07-2018,1301523,41.49648
16-07-2018,15983337,13.82765,16-07-2018,1742271,40.82522
13-07-2018,26064350,13.89036,13-07-2018,1880733,40.93713
12-07-2018,20100357,14.28571,12-07-2018,1823475,40.80637
11-07-2018,26590642,14.32147,11-07-2018,1975787,39.96581
10-07-2018,15083804,14.8554,10-07-2018,2149273,40.16023
09-07-2018,16786025,14.83769,09-07-2018,2181350,40.47842
06-07-2018,15284344,14.34733,06-07-2018,2176677,40.55849
05-07-2018,17618050,13.96192,05-07-2018,1659283,40.63943
03-07-2018,8460045,14.10206,03-07-2018,1203672,41.2103
02-07-2018,14426426,14.23751,02-07-2018,3091464,42.09483
29-06-2018,19796790,14.22605,29-06-2018,3828770,41.81725
28-06-2018,17572541,13.95097,28-06-2018,4716042,41.61271
27-06-2018,24679162,14.04237,27-06-2018,6339384,39.92921
26-06-2018,16299997,13.41542,26-06-2018,7108769,42.72603
25-06-2018,14838875,12.95659,25-06-2018,5400782,43.8505
22-06-2018,20612124,13.58393,22-06-2018,21720164,45.3726
21-06-2018,12194658,13.56557,21-06-2018,4231973,48.12613
20-06-2018,11160275,13.53681,20-06-2018,2763546,50.19415
19-06-2018,17789140,13.52577,19-06-2018,3672143,49.57649
18-06-2018,13392693,13.93282,18-06-2018,3799444,50.33175
15-06-2018,22848293,14.00746,15-06-2018,7403071,49.85782
14-06-2018,12549356,14.54336,14-06-2018,5199262,48.48719
13-06-2018,9608098,14.53745,13-06-2018,4442618,45.34815
12-06-2018,11926324,14.59931,12-06-2018,4523527,45.49006
11-06-2018,12672637,14.8514,11-06-2018,5562981,44.97794
08-06-2018,10326209,14.73952,08-06-2018,7273878,45.98658
07-06-2018,15733478,14.61433,07-06-2018,10660298,44.85942
06-06-2018,20784776,14.87344,06-06-2018,15771889,50.92978
05-06-2018,14530758,14.50031,05-06-2018,12905115,47.76782
04-06-2018,9196275,14.17391,04-06-2018,30875681,44.98545
01-06-2018,12801990,14.12518,01-06-2018,4324649,77.45392
31-05-2018,15414435,13.93649,31-05-2018,10466480,68.77731
30-05-2018,13255720,14.12639,30-05-2018,1503369,69.10151
29-05-2018,12993437,13.87898,29-05-2018,1937211,67.40863
25-05-2018,9003251,14.09701,25-05-2018,2136927,68.57045
24-05-2018,13009984,14.2578,24-05-2018,1821484,68.68394
23-05-2018,18864461,14.28066,23-05-2018,1341664,70.8116
22-05-2018,27675867,14.02337,22-05-2018,1693480,69.54345
21-05-2018,13431083,13.64639,21-05-2018,1621651,70.91156
18-05-2018,16113200,13.77835,18-05-2018,3770562,72.38629
17-05-2018,18221791,13.68046,17-05-2018,5388001,67.11563
16-05-2018,18976008,13.55714,16-05-2018,2673786,72.63185
15-05-2018,14673753,12.94504,15-05-2018,2469681,70.28485
14-05-2018,10837307,13.01901,14-05-2018,2393451,67.57682
11-05-2018,12881766,13.09495,11-05-2018,4112208,66.43251
10-05-2018,19718635,13.10622,10-05-2018,2662036,64.8896
09-05-2018,14097159,12.72973,09-05-2018,1993320,65.65162
08-05-2018,12799316,12.39509,08-05-2018,1785319,65.74074
07-05-2018,13111341,12.30778,07-05-2018,1745142,66.00184
04-05-2018,15428840,12.40564,04-05-2018,3908582,64.53231
03-05-2018,18971938,12.21117,03-05-2018,1830284,69.02736
02-05-2018,20459693,12.15217,02-05-2018,2118490,71.28771
01-05-2018,19461331,11.97347,01-05-2018,1343747,70.00083
30-04-2018,17564401,12.09714,30-04-2018,1614502,69.13478
27-04-2018,16203740,12.17457,27-04-2018,1132874,69.0777
26-04-2018,31647207,12.40556,26-04-2018,1778466,69.42933
25-04-2018,39947145,12.14013,25-04-2018,2606595,67.78006
24-04-2018,77548984,12.64282,24-04-2018,2016677,69.03848
23-04-2018,14924599,14.81711,23-04-2018,2860138,69.9378
20-04-2018,13230173,15.15239,20-04-2018,3089896,70.10653
19-04-2018,22122732,15.25719,19-04-2018,1724753,73.02552
18-04-2018,19424177,14.89883,18-04-2018,1800993,74.68927
17-04-2018,10121729,14.25552,17-04-2018,2294839,75.84783
16-04-2018,12325556,14.11448,16-04-2018,7181839,75.48252
13-04-2018,9706951,13.93522,13-04-2018,1082724,81.42927
12-04-2018,12857710,13.93646,12-04-2018,1117800,84.10897
11-04-2018,11123729,13.94472,11-04-2018,1682731,83.04646
10-04-2018,14465858,14.15538,10-04-2018,2295277,83.2577
09-04-2018,14785123,13.58071,09-04-2018,2858206,84.79461
06-04-2018,16346560,13.54899,06-04-2018,4925220,76.46628
05-04-2018,17297453,14.2051,05-04-2018,1577701,82.90291
04-04-2018,16268866,13.53696,04-04-2018,1201084,82.84529
03-04-2018,12783377,13.59805,03-04-2018,1817297,80.9978
02-04-2018,14724867,13.38083,02-04-2018,2797535,80.34
29-03-2018,16127839,13.71987,29-03-2018,1781989,86.4535
28-03-2018,19249226,13.02129,28-03-2018,1416955,85.05589
27-03-2018,15943327,13.3288,27-03-2018,1583811,84.18721
26-03-2018,12987785,13.69001,26-03-2018,2418119,86.00932
23-03-2018,16437453,13.60225,23-03-2018,1700570,83.31985
22-03-2018,17976577,14.08094,22-03-2018,1839340,84.54036
21-03-2018,15725942,14.99048,21-03-2018,1745243,87.06026
20-03-2018,16664674,14.47241,20-03-2018,3416517,87.42456
19-03-2018,11531526,14.02962,19-03-2018,3182981,85.04211
16-03-2018,15208231,14.33909,16-03-2018,34820722,83.81479
15-03-2018,10488830,14.32452,15-03-2018,2954213,82.69964
14-03-2018,12497251,14.47211,14-03-2018,3495737,84.45253
13-03-2018,12003044,14.314,13-03-2018,2406893,83.25397
12-03-2018,10999075,14.44826,12-03-2018,3092381,83.59964
09-03-2018,15467350,14.35987,09-03-2018,1857678,87.95259
08-03-2018,12134387,13.92241,08-03-2018,2095864,88.02663
07-03-2018,13955347,14.02384,07-03-2018,2522570,81.68696
06-03-2018,18429775,14.48207,06-03-2018,3160327,79.14952
05-03-2018,16410834,14.15449,05-03-2018,2073709,82.76309
02-03-2018,16260616,14.28112,02-03-2018,6588638,83.55263
01-03-2018,15127720,14.57096,01-03-2018,2415052,69.23518
28-02-2018,17068423,14.62171,28-02-2018,1328413,70.89852
27-02-2018,15050376,14.95912,27-02-2018,1061679,73.52221
26-02-2018,13857759,15.22931,26-02-2018,1940987,73.57816
23-02-2018,15111653,15.24738,23-02-2018,1286739,72.81001
22-02-2018,16885254,14.90687,22-02-2018,2382916,71.50616
21-02-2018,16481498,14.58296,21-02-2018,2032458,70.13061
20-02-2018,12946545,14.32962,20-02-2018,2382735,67.60369
16-02-2018,16549355,14.44934,16-02-2018,2343524,67.06053
15-02-2018,21663125,14.71354,15-02-2018,2643928,65.85953
14-02-2018,35128651,14.77752,14-02-2018,8584944,67.64374
13-02-2018,23234584,13.82971,13-02-2018,1618974,61.24828
12-02-2018,26314090,13.73775,12-02-2018,2274467,64.11405
09-02-2018,34794826,13.80636,09-02-2018,2298577,61.1102
08-02-2018,29904049,13.44456,08-02-2018,2339078,60.93878
07-02-2018,31024247,13.97019,07-02-2018,3479846,62.40424
06-02-2018,38602352,14.51539,06-02-2018,3848004,63.53805
05-02-2018,29891974,13.62931,05-02-2018,3158213,66.32875
02-02-2018,25449182,13.8319,02-02-2018,6835582,70.57503
01-02-2018,10716705,14.95909,01-02-2018,3385482,71.11147
31-01-2018,15107609,15.07486,31-01-2018,1329511,67.34595
30-01-2018,16342622,14.79955,30-01-2018,1654541,66.45978
29-01-2018,17668879,15.2281,29-01-2018,2081104,66.59392
26-01-2018,18346672,15.07664,26-01-2018,2496658,63.53405
25-01-2018,31662853,15.2278,25-01-2018,1782044,63.18444
24-01-2018,26371285,15.18029,24-01-2018,2326395,61.75759
23-01-2018,27792123,15.27966,23-01-2018,2273018,63.34691
22-01-2018,17637649,15.66949,22-01-2018,3236563,62.70827
19-01-2018,22636088,15.66004,19-01-2018,3699340,58.52203
18-01-2018,23340984,15.22566,18-01-2018,1552996,57.37182
17-01-2018,16886551,15.48692,17-01-2018,2594151,56.64381
16-01-2018,22835370,15.1443,16-01-2018,3684099,56.95851
12-01-2018,14187599,15.62042,12-01-2018,1904805,59.33251
11-01-2018,21236145,15.84993,11-01-2018,2454666,58.04951
10-01-2018,28035239,15.65638,10-01-2018,6310183,57.6087
09-01-2018,32628483,15.23259,09-01-2018,5986572,57.06736
08-01-2018,15237170,15.87324,08-01-2018,1337128,47.92119
05-01-2018,13870616,15.85403,05-01-2018,1519636,47.94555
04-01-2018,19540525,15.69009,04-01-2018,1420563,48.3147
03-01-2018,20673587,15.53725,03-01-2018,1519345,48.10842
02-01-2018,21899857,15.75307,02-01-2018,2001677,47.86218
29-12-2017,15589690,15.13655,29-12-2017,1482562,49.67559
28-12-2017,18291666,15.47284,28-12-2017,1445501,50.61491
27-12-2017,17299489,15.07524,27-12-2017,1435942,49.61761
26-12-2017,16561215,15.09463,26-12-2017,1374868,50.54334
22-12-2017,13649056,14.65601,22-12-2017,2422548,48.92432
21-12-2017,20761700,14.70218,21-12-2017,810778,48.3822
20-12-2017,20886491,14.27083,20-12-2017,977213,48.73284
19-12-2017,17764819,14.06099,19-12-2017,1650955,48.22893
18-12-2017,25429218,14.12378,18-12-2017,1496348,48.26124
15-12-2017,36565956,13.85196,15-12-2017,3711627,48.36379
14-12-2017,23485241,13.18172,14-12-2017,1552652,46.70003
13-12-2017,27314271,13.31581,13-12-2017,1873168,48.14248
12-12-2017,24138467,12.86073,12-12-2017,1675515,46.80143
11-12-2017,15508974,12.22497,11-12-2017,2313977,46.81988
08-12-2017,12024545,12.22159,08-12-2017,2118618,45.90847
07-12-2017,20610031,12.07335,07-12-2017,2877358,46.47792
06-12-2017,22659379,11.67866,06-12-2017,2852869,42.13516
05-12-2017,19535161,11.47069,05-12-2017,2274890,43.97764
04-12-2017,16978959,11.58785,04-12-2017,2679287,42.83181
01-12-2017,13706073,11.37435,01-12-2017,2839329,44.80094
30-11-2017,18073300,11.23534,30-11-2017,2943961,45.40409
29-11-2017,11271253,11.34615,29-11-2017,2835768,45.68391
28-11-2017,11794120,11.4897,28-11-2017,2618987,43.90901
27-11-2017,11047393,11.36204,27-11-2017,3733760,43.66493
24-11-2017,6136288,11.54648,24-11-2017,2191986,44.08954
22-11-2017,9338906,11.58717,22-11-2017,1938867,42.17889
21-11-2017,12985276,11.56492,21-11-2017,3242425,42.56153
20-11-2017,13823694,11.39758,20-11-2017,2325997,39.49945
17-11-2017,15334576,11.27127,17-11-2017,3677856,38.12066
16-11-2017,13654152,11.10338,16-11-2017,5632956,38.16359
15-11-2017,17992765,11.08799,15-11-2017,3933602,36.50619
14-11-2017,27677701,11.24153,14-11-2017,5917479,33.57664
13-11-2017,9908239,11.87467,13-11-2017,17410848,31.81
10-11-2017,13518207,11.86228,10-11-2017,3070476,27.87546
09-11-2017,15859870,12.13725,09-11-2017,3170435,27.26804
08-11-2017,15949421,12.3013,08-11-2017,6870022,26.13421
07-11-2017,10558993,12.05611,07-11-2017,2811950,23.17189
06-11-2017,14020614,12.10039,06-11-2017,1714034,20.9094
03-11-2017,8681334,11.70446,03-11-2017,1366529,20.46884
02-11-2017,13059602,11.71712,02-11-2017,756816,20.18703
01-11-2017,18478825,11.86914,01-11-2017,914610,20.09804
31-10-2017,14397629,11.51917,31-10-2017,864847,20.68166
30-10-2017,15066065,11.50399,30-10-2017,929417,20.21496
27-10-2017,22873999,11.70103,27-10-2017,1854746,20.37101
26-10-2017,16863119,12.06896,26-10-2017,737972,20.25338
25-10-2017,30437913,11.94325,25-10-2017,881754,20.46051
24-10-2017,20956000,12.4254,24-10-2017,1204411,20.52023
23-10-2017,16018360,12.10229,23-10-2017,1223638,20.90251
20-10-2017,14307072,12.07852,20-10-2017,1111426,20.50238
19-10-2017,15985631,12.01025,19-10-2017,1801643,20
18-10-2017,15252001,12.07545,18-10-2017,964911,20.62442
17-10-2017,22915214,12.19931,17-10-2017,1084635,20.42397
16-10-2017,26131977,12.40846,16-10-2017,1349709,20.04064
13-10-2017,13737502,11.96969,13-10-2017,710178,19.61613
12-10-2017,14161524,11.76697,12-10-2017,869875,19.45078
11-10-2017,14388999,11.69122,11-10-2017,934142,19.48337
10-10-2017,13055983,11.71855,10-10-2017,1152536,19.717
09-10-2017,9521745,11.69689,09-10-2017,1122685,20.33191
06-10-2017,16569683,11.73102,06-10-2017,803953,21.16172
05-10-2017,25632984,12.09031,05-10-2017,861534,21.08634
04-10-2017,15923723,11.85531,04-10-2017,848348,21.17657
03-10-2017,13404390,11.95522,03-10-2017,1342355,20.84574
02-10-2017,14783804,11.72021,02-10-2017,2144085,21.09342
29-09-2017,15716622,11.41669,29-09-2017,1498932,20.33381
28-09-2017,20050588,11.74459,28-09-2017,1571021,20.09504
27-09-2017,11806203,11.43356,27-09-2017,1431777,19.65623
26-09-2017,13522228,11.39631,26-09-2017,1287076,18.89323
25-09-2017,15655878,11.25466,25-09-2017,1288298,19.34994
22-09-2017,12562844,11.29704,22-09-2017,1469103,18.77773
21-09-2017,16535156,11.24405,21-09-2017,750616,18.32733
20-09-2017,18449526,11.33746,20-09-2017,1059984,17.81906
19-09-2017,21264648,11.60632,19-09-2017,829166,18.16436
18-09-2017,14095925,11.36375,18-09-2017,1008122,18.93749
15-09-2017,21270549,11.15241,15-09-2017,2158542,18.45961
14-09-2017,17270156,11.1935,14-09-2017,831155,18.51229
13-09-2017,23721558,11.26095,13-09-2017,1082153,18.31496
12-09-2017,20798631,11.47259,12-09-2017,954869,18.29809
11-09-2017,19728129,11.53804,11-09-2017,1175013,18.23726
08-09-2017,27484048,11.3646,08-09-2017,880225,18.51821
07-09-2017,15432365,12.1762,07-09-2017,1230388,18.74218
06-09-2017,15729777,12.11879,06-09-2017,994707,18.16886
05-09-2017,20277643,11.92551,05-09-2017,1157866,18.2559
01-09-2017,12883208,12.1974,01-09-2017,1197851,18.21555
31-08-2017,19899613,11.93952,31-08-2017,1231609,17.70053
30-08-2017,23625880,11.73907,30-08-2017,656581,16.38945
29-08-2017,30041480,12.14884,29-08-2017,1426837,15.97037
28-08-2017,13379262,12.44482,28-08-2017,788818,15.95558
25-08-2017,18066313,12.34527,25-08-2017,602226,15.71465
24-08-2017,22765984,12.59469,24-08-2017,539805,15.81667
23-08-2017,20105765,12.43524,23-08-2017,509025,15.53258
22-08-2017,31871092,12.29486,22-08-2017,907463,15.81945
21-08-2017,23227665,11.95649,21-08-2017,1108040,15.04567
18-08-2017,15434337,11.55902,18-08-2017,1075725,15.3545
17-08-2017,18107369,11.60777,17-08-2017,1527760,15.68861
16-08-2017,24242878,12.11395,16-08-2017,1024760,16.68091
15-08-2017,14954864,11.42364,15-08-2017,764388,16.60561
14-08-2017,17354049,11.51589,14-08-2017,1140297,16.34868
11-08-2017,19768300,11.33435,11-08-2017,1240270,15.44709
10-08-2017,17626044,11.55115,10-08-2017,1971206,15.2675
09-08-2017,13142573,11.92352,09-08-2017,2590511,15.90599
08-08-2017,15750614,11.81741,08-08-2017,956464,16.71205
07-08-2017,14260521,11.96756,07-08-2017,614169,17.17703
04-08-2017,14822840,11.7664,04-08-2017,661961,17.04101
03-08-2017,20389087,11.62005,03-08-2017,745105,16.88432
02-08-2017,17689370,11.62103,02-08-2017,947856,17.27334
01-08-2017,19010045,11.78061,01-08-2017,2393358,17.49259
31-07-2017,17123903,11.88026,31-07-2017,1303675,18.48277
28-07-2017,17858305,11.93475,28-07-2017,754027,19.51282
27-07-2017,32957062,11.93125,27-07-2017,1191031,19.38443
26-07-2017,37215659,12.43148,26-07-2017,1013287,19.88475
25-07-2017,74121803,12.24725,25-07-2017,1361092,19.93478
24-07-2017,14713188,10.68789,24-07-2017,2957623,19.71988
21-07-2017,11718713,10.70337,21-07-2017,1871801,19.06395
20-07-2017,13210943,10.75664,20-07-2017,1879344,19.05458
19-07-2017,14094964,10.92139,19-07-2017,1271531,18.80045
18-07-2017,15330898,10.79135,18-07-2017,2202643,18.68189
17-07-2017,27319826,10.87601,17-07-2017,832871,18.00907
14-07-2017,11896462,10.55332,14-07-2017,459674,18.03822
13-07-2017,17865301,10.51521,13-07-2017,680472,18.26881
12-07-2017,23912479,10.31112,12-07-2017,845496,18.25584
11-07-2017,19193784,10.55407,11-07-2017,1480936,18.32168
10-07-2017,24245156,10.54429,10-07-2017,863857,17.12004
07-07-2017,12151434,10.01158,07-07-2017,625252,17.34748
06-07-2017,12965548,9.99266,06-07-2017,755729,17.07531
05-07-2017,13966991,10.30195,05-07-2017,790982,17.68389
03-07-2017,8517402,10.31007,03-07-2017,364449,17.39896
30-06-2017,14791053,10.0997,30-06-2017,666805,17.12959
29-06-2017,16256984,10.14346,29-06-2017,631332,16.92038
28-06-2017,12231534,10.1139,28-06-2017,1462459,17.14713
27-06-2017,14693946,9.94383,27-06-2017,534426,16.6372
26-06-2017,13970151,10.13982,26-06-2017,618051,17.63944
23-06-2017,20746873,10.08024,23-06-2017,1099193,17.853
22-06-2017,14726490,9.85059,22-06-2017,966482,17.47938
21-06-2017,12554728,9.6519,21-06-2017,953493,17.18848
20-06-2017,16799319,9.69687,20-06-2017,1222117,16.3236
19-06-2017,14190092,9.96836,19-06-2017,752843,16.47997
16-06-2017,22596202,9.79581,16-06-2017,1936756,16.26598
15-06-2017,22286983,9.90071,15-06-2017,766738,16.22713
14-06-2017,20053316,10.29324,14-06-2017,734083,16.35767
13-06-2017,10095575,10.58981,13-06-2017,751103,16.30959
12-06-2017,24309872,10.57645,12-06-2017,1389291,16.10109
09-06-2017,25821807,10.5936,09-06-2017,1249040,16.98518
08-06-2017,24323829,10.32356,08-06-2017,1415671,16.63842
07-06-2017,27296466,9.98532,07-06-2017,1026780,16.73324
06-06-2017,21800110,10.09159,06-06-2017,1614066,17.46229
05-06-2017,12541609,9.74009,05-06-2017,2843685,17.46201
02-06-2017,17869911,9.61469,02-06-2017,1534988,18.19876
01-06-2017,17577209,9.80314,01-06-2017,1248526,17.84121
31-05-2017,25307749,9.81375,31-05-2017,1520495,17.69155
30-05-2017,9876146,10.02279,30-05-2017,2178931,17.02013
26-05-2017,9747397,10.021,26-05-2017,1523060,18.6007
25-05-2017,18881572,10.01004,25-05-2017,1739104,19.16563
24-05-2017,14719257,10.21758,24-05-2017,2882060,18.87636
23-05-2017,11651698,10.18765,23-05-2017,1213057,17.64653
22-05-2017,16212592,10.10685,22-05-2017,890605,17.16219
19-05-2017,30059405,10.05992,19-05-2017,1504338,16.93325
18-05-2017,19232696,9.73913,18-05-2017,1217150,17.56247
17-05-2017,15935343,9.84928,17-05-2017,1430713,16.96894
16-05-2017,17739331,10.19903,16-05-2017,769429,17.64175
15-05-2017,19741774,10.27634,15-05-2017,947776,18.05176
12-05-2017,15584030,10.11714,12-05-2017,1208502,18.0511
11-05-2017,14786935,10.3157,11-05-2017,1830070,17.86142
10-05-2017,20503806,10.35007,10-05-2017,2918171,17.45491
09-05-2017,19405934,10.2442,09-05-2017,2078653,16.09765
08-05-2017,18821623,10.24558,08-05-2017,1586208,16.40139
05-05-2017,17988404,10.30504,05-05-2017,782248,16.96087
04-05-2017,33475549,10.21512,04-05-2017,550199,16.93093
03-05-2017,36592023,10.56736,03-05-2017,1083906,16.84529
02-05-2017,18076903,11.19404,02-05-2017,1086452,17.01816
01-05-2017,16787929,11.03766,01-05-2017,1737915,17.21387
28-04-2017,22831017,11.22559,28-04-2017,1783141,17.40207
27-04-2017,23733428,11.48083,27-04-2017,1241974,17.4053
26-04-2017,31412491,11.91434,26-04-2017,2042581,17.27816
25-04-2017,50570501,11.48318,25-04-2017,1401291,17.70938
24-04-2017,32419786,10.82636,24-04-2017,1398508,17.39531
21-04-2017,27654427,10.97722,21-04-2017,2794543,17.17946
20-04-2017,16023857,11.17316,20-04-2017,3706213,17.80197
19-04-2017,16534191,11.06733,19-04-2017,1173681,17.37628
18-04-2017,17638363,11.17695,18-04-2017,1212384,17.35618
17-04-2017,10973759,11.48584,17-04-2017,1447385,17.70227
13-04-2017,14922720,11.49334,13-04-2017,2122158,17.63321
12-04-2017,22638466,11.65986,12-04-2017,1615385,17.18544
11-04-2017,12461486,12.32047,11-04-2017,2515155,17.45523
10-04-2017,11135017,12.24154,10-04-2017,3455235,17.45283
07-04-2017,21470410,12.10687,07-04-2017,3911226,18.97349
06-04-2017,12784662,12.22012,06-04-2017,2136193,19.75587
05-04-2017,19101883,12.11539,05-04-2017,3055412,19.799
04-04-2017,21494823,12.18951,04-04-2017,1911962,20.97364
03-04-2017,21671994,11.91943,03-04-2017,1762609,21.17062
31-03-2017,22923470,11.98698,31-03-2017,1569332,21.94073
30-03-2017,34529100,11.93431,30-03-2017,1948550,21.72085
29-03-2017,16076479,11.35543,29-03-2017,2263917,22.50953
28-03-2017,23007997,11.13658,28-03-2017,1746840,22.08991
27-03-2017,35709349,10.78677,27-03-2017,2343188,21.52062
24-03-2017,10865643,11.37968,24-03-2017,2214352,20.75157
23-03-2017,16116075,11.42176,23-03-2017,2832095,20.89788
22-03-2017,19652551,11.4167,22-03-2017,5601914,21.17288
21-03-2017,29225333,11.16131,21-03-2017,8530380,20.19613
20-03-2017,14907246,11.38872,20-03-2017,15349747,20.60962
17-03-2017,27520330,11.39644,17-03-2017,2452406,14.42397
16-03-2017,17108526,11.48315,16-03-2017,771635,14.66169
15-03-2017,24788215,11.64146,15-03-2017,886599,14.75487
14-03-2017,19534172,11.08778,14-03-2017,885601,14.49016
13-03-2017,20029861,11.30937,13-03-2017,918395,14.71995
10-03-2017,22451328,11.12785,10-03-2017,1094984,14.3781
09-03-2017,21402349,11.24868,09-03-2017,994610,14.48015
08-03-2017,21032980,11.33101,08-03-2017,1914325,14.46332
07-03-2017,19159571,11.51719,07-03-2017,1261107,13.48463
06-03-2017,27150749,11.70446,06-03-2017,894660,13.59425
03-03-2017,21339149,11.9948,03-03-2017,3095214,13.86101
02-03-2017,23774943,12.15923,02-03-2017,6384548,14.07767
01-03-2017,32917364,12.71027,01-03-2017,2339545,12.31541
28-02-2017,28928001,12.12374,28-02-2017,1787370,12.33032
27-02-2017,32200931,12.01065,27-02-2017,1620782,12.91965
24-02-2017,27410691,12.03226,24-02-2017,839408,12.7259
23-02-2017,30485470,12.24344,23-02-2017,755806,12.49172
22-02-2017,36811039,12.49416,22-02-2017,980825,12.52489
21-02-2017,66063595,12.86181,21-02-2017,938832,12.71813
17-02-2017,24176882,13.4823,17-02-2017,1457495,12.34219
16-02-2017,24698308,13.57709,16-02-2017,1387473,12.18436
15-02-2017,30520198,13.93765,15-02-2017,945411,12.94407
